Page ID	Document URL	Reference number	Reference
doc21	https://en.wikipedia.org/wiki/Vinland_Map	[41]	"Freedman, Paul (November 28, 2011). ""HIST-210: Lecture 22 - Vikings / The European Prospect"" . Open Yale courses . Archived from the original on August 27, 2014 . Retrieved August 26, 2014 ."
doc21	https://en.wikipedia.org/wiki/Vinland_Map	[42]	Richard Hark (21 Sep 2018). The Vinland Map Rediscovered symposium (recorded livestream). Mystic Seaport, CT: Mystic Seaport . Retrieved 22 Sep 2018 .
doc21	https://en.wikipedia.org/wiki/Vinland_Map	[43]	"Clemens, Raymond (2019). ""Acquisition, Collaboration, Teaching: The Role of the Beinecke Library in Driving Research"". Bulletin of the Center for Historical Social Science Literature, Hitotsubashi University . 39 : 13–18. doi : 10.15057/30238 ."
doc21	https://en.wikipedia.org/wiki/Vinland_Map	[44]	"Cummings, Mike (September 1, 2021). ""Analysis unlocks secret of the Vinland Map — it's a fake"" . YaleNews . Retrieved September 2, 2021 ."
doc21	https://en.wikipedia.org/wiki/Vinland_Map	[45]	"Yuhas, Alan (2021-09-30). ""Yale Says Its Vinland Map, Once Called a Medieval Treasure, Is Fake"" . The New York Times . ISSN 0362-4331 . Retrieved 2021-09-30 ."
doc23	https://en.wikipedia.org/wiki/Book_of_Jasher_(Pseudo-Jasher)	[3]	"Stephen, Leslie , ed. (1887). ""Ilive, Jacob"" . Dictionary of National Biography . Vol. 12. London: Smith, Elder & Co."
doc23	https://en.wikipedia.org/wiki/Book_of_Jasher_(Pseudo-Jasher)	[4]	"""Part 1, Groups, Book 1"" . Catalog of Copyright Entries . Vol. 31 (New Series). Washington. 1935. pp. 1691–1692. {{ cite book }} :  CS1 maint: location missing publisher ( link )"
doc24	https://en.wikipedia.org/wiki/Book_of_Veles	[4]	What scientists think about the «Veles book» // Compiled by A. Alexeyev (in Russian)
doc24	https://en.wikipedia.org/wiki/Book_of_Veles	[5]	"Козлов В.П. ""Дощечки Изенбека"", или Умершая ""Жар-птица"" : Hystory : By.rU Archived 2008-04-10 at the Wayback Machine Source tracing:: ""А этот анализ, - пишет Творогов, - приводит нас к совершенно определенному выводу: перед нами искусственный язык, причем ""изобретенный"" лицом, с историей славянских языков не знакомым и не сумевшим создать свою, последовательно продуманную, языковую систему"" 29.| 29 Там же. С. 228.| 28 Цит. по: Творогов О.В. ""Влесова книга"". С. 222 | 27 Творогов О.В. Когда была написана ""Влесова книга""? // Философско-эстетические проблемы древнерусской культуры: Сборник статей. М., 1988. Ч. 2. С. 144-195."
doc24	https://en.wikipedia.org/wiki/Book_of_Veles	[6]	"Малянов, Дмитрий (2 December 2011). ""Фоменко — жертва фанатизма"" [Fomenko - the victim of fanaticism] (in Russian). Gazeta.ru . Retrieved 7 May 2016 ."
doc24	https://en.wikipedia.org/wiki/Book_of_Veles	[7]	"Рудницький, Юрій. ""Початок кінця ""велесовщини"" "" [Beginning of the end of ""Bessesovschina""] (in Ukrainian). ""Главред"" magazine, no. 18, 2008 . Retrieved 3 May 2015 ."
doc25	https://en.wikipedia.org/wiki/Brain-Washing_(book)	[2]	"Ortega, Tony (February 20, 2018). ""How L. Ron Hubbard tried to hoax the FBI, and 'brainwashed' politicians of the far right"" ."
doc25	https://en.wikipedia.org/wiki/Brain-Washing_(book)	[9]	"Kevin Victor Anderson, Q.C. (1965). ""Report of the Board of Enquiry into Scientology"" . The State of Victoria, Australia – via David S. Touretzky . ...the English version of the manual bears a startling resemblance to Hubbard's own literary style. Whether he is the author, as was suggested by a witness hostile to scientology, is probably immaterial. What is of some significance is that his organization assiduously sold and distributed this manual. The Board heard evidence to the effect that Hubbard or his American organization, desiring to draw the attention of the 'authorities' to the contents of the manual and to expose the craftiness of the Russian psychopoliticians, posted from America to the Melbourne HASI an envelope containing a copy of the manual, and a similar envelope but with no copy of the manual in it. When the two envelopes arrived at their destination, the Melbourne HASI then complained to the 'authorities' that the contents of one envelope were missing, the suggestion being that the manual had been removed en route by communists, and the other envelope containing the manual was produced to the 'authorities,' so that they could see the nature of the material involved, and in this way the manual was brought to the notice of the 'authorities.'  It was a fanciful story, but it was consistent with Hubbard's policies of deceit and may very well be true. Certainly, a great part of the manual is almost a blue print for the propagation of scientology. One remarkable exhibit tendered to the Board was a series of extracts from the Brain-washing Manual, with, however, the substitution of a number of words with a scientology connotation for certain words with a communist connotation. With these substitutions effected, the extracts were in the main startlingly applicable to scientology as operating in Victoria. This exhibit, with the substitutions made, is Appendix 16."
doc25	https://en.wikipedia.org/wiki/Brain-Washing_(book)	[17]	"L. Ron Hubbard. ""3"". Brain-Washing . The masses masses last come to believe that only excessive taxation of the rich can relieve them of the ""burdensome leisure class"" and can thus be brought to accept such a thing as income tax, a Marxist principle smoothly slid into Capitalistic framework in 1909 in the United States."
doc25	https://en.wikipedia.org/wiki/Brain-Washing_(book)	[18]	"L. Ron Hubbard. ""6"". Brain-Washing ."
doc25	https://en.wikipedia.org/wiki/Brain-Washing_(book)	[20]	"""The Soviet Art Of Brainwashing"" . Archived from the original on June 5, 2016 . Retrieved May 16, 2016 ."
doc25	https://en.wikipedia.org/wiki/Brain-Washing_(book)	[21]	"""The Soviet Art of Brainwashing (part 1)"" . Archived from the original on March 13, 2010. ""The Soviet Art of Brainwashing (part 2)"" . Archived from the original on June 30, 2016."
doc25	https://en.wikipedia.org/wiki/Brain-Washing_(book)	[22]	Nick Redfern (2013). For Nobody's Eyes Only: Missing Government Files and Hidden Archives That Document the Truth Behind the Most Enduring Conspiracy Theories . Red Wheel/Weiser. ISBN 9781601635037 .
doc25	https://en.wikipedia.org/wiki/Brain-Washing_(book)	[23]	Hubbard, L. Ron (April 24, 1956), Purpose , Professional Auditor's Bulletin No. 81, Church of Scientology
doc26	https://en.wikipedia.org/wiki/Letter_of_Benan	[1]	Goodspeed, Edgar J. (1931). Strange New Gospels . Chicago: University of Chicago Press (1931). pp. 73–85.
doc27	https://en.wikipedia.org/wiki/William_Lynch_speech	[1]	"Taylor, Anne Cleëster. ""The Slave Consultant's Narrative: The life of an Urban Myth"" . Archived from the original on 2007-08-08."
doc27	https://en.wikipedia.org/wiki/William_Lynch_speech	[4]	"Rosenzweigh, Roy . ""The Road to Xanadu: Public and Private Pathways on the History Web | The Journal of American History, 88.2 | The History Cooperative"" . chnm.gmu.edu . George Mason University . Retrieved 2 April 2019 ."
doc27	https://en.wikipedia.org/wiki/William_Lynch_speech	[5]	"Cobb, W. Jelani (2004). ""Is Willie Lynch's Letter Real?"" . Retrieved 27 December 2012 ."
doc27	https://en.wikipedia.org/wiki/William_Lynch_speech	[6]	Lynch, William, active 1712. (April 2009). The making of a slave . [Place of publication not identified]. ISBN 978-956-291-655-4 . OCLC 387059947 . {{ cite book }} :  CS1 maint: location missing publisher ( link ) CS1 maint: multiple names: authors list ( link ) CS1 maint: numeric names: authors list ( link )
doc27	https://en.wikipedia.org/wiki/William_Lynch_speech	[7]	"Times, Birmingham (2015-01-22). ""The Willie Lynch Letter: The Making of a Slave"" . The Birmingham Times . Retrieved 2020-08-22 ."
doc27	https://en.wikipedia.org/wiki/William_Lynch_speech	[8]	"""The Willie Lynch Letter And The Making Of A Slave (Paperback) | Politics and Prose Bookstore"" . www.politics-prose.com . Retrieved 2020-08-22 ."
doc27	https://en.wikipedia.org/wiki/William_Lynch_speech	[9]	"Taylor, Anne Cleëster. ""Email to Samuel Winslow and Lee Bailey about researching The Narrative"" . The Slave Consultant's Narrative: The life of an Urban Myth? . University of Missouri-St. Louis, Thomas Jefferson Library Reference Department. Archived from the original on 2007-08-08 . Retrieved June 21, 2008 . The publisher who gave me this wanted to remain anonymous on the gopher version because he couldn't trace it, either, and until now I've honored his wishes."
doc27	https://en.wikipedia.org/wiki/William_Lynch_speech	[10]	"""Archived copy"" . www.umsl.edu:80 . Archived from the original on 8 August 2007 . Retrieved 12 January 2022 . {{ cite web }} :  CS1 maint: archived copy as title ( link )"
doc28	https://en.wikipedia.org/wiki/Code_of_Kalantiaw	[5],[14]	"Justiniano, Maureen Cristin S. (2011). ""Jose E. Marco's Kalantiaw Code: Implications for Philippine Historiography and Filipinos' Historical Consciousness"" . Explorations . 11 (1): 19–30. hdl : 10125/20312 ."
doc28	https://en.wikipedia.org/wiki/Code_of_Kalantiaw	[6]	"Cano, Glòria (2008). ""Evidence for the Deliberate Distortion of the Spanish Philippine Colonial Historical Record in ""The Philippine Islands 1493–1898"" "" . Journal of Southeast Asian Studies . 39 (1): 1–30. doi : 10.1017/S0022463408000015 . ISSN 0022-4634 . JSTOR 20071868 . S2CID 159759508 ."
doc28	https://en.wikipedia.org/wiki/Code_of_Kalantiaw	[7]	"""Executive Order No. 294 s.1971: Creating a Decoration to Be Known as the Order of Kalantiao"" . Government of the Philipplines. March 1, 1971 – via Official Gazette."
doc28	https://en.wikipedia.org/wiki/Code_of_Kalantiaw	[8],[11]	"Scott, William Henry (1992). ""Kalantiaw: The Code That Never Was"". Looking for the Prehispanic Filipino and Other Essays in Philippine History: And Other Essays in Philippine History . Quezon City: New Day Publishers. ISBN 978-971-10-0524-5 ."
doc28	https://en.wikipedia.org/wiki/Code_of_Kalantiaw	[9]	Scott, William Henry (1984) [first published 1968]. Prehispanic Source Materials for the Study of Philippine History (revised ed.). Quezon City: New Day Publishers. ISBN 971-10-0226-4 .
doc28	https://en.wikipedia.org/wiki/Code_of_Kalantiaw	[10]	Molina, Antonio M. (1984). Historia de Filipinas [ History of the Philippines ] (in Spanish). Madrid: Ediciones Cultura Hispánica del Instituto de Cooperación Iberoamericana. ISBN 8472323226 .
doc28	https://en.wikipedia.org/wiki/Code_of_Kalantiaw	[13]	e.g., in the 1950s and in 1968 by Mauro Garcia, a bibliographer and prominent Filipino scholar on ancient Philippine history, and by others. [12]
doc28	https://en.wikipedia.org/wiki/Code_of_Kalantiaw	[15]	"""Executive Order No. 234 s.1957"" (PDF) . Government of the Philipplines. February 28, 1957 – via Official Gazette."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[7]	"""La bouteille du Titanic : anatomie d'un canular historique"" . Veni Vidi Sensi (in French). 2022-06-21 . Retrieved 2022-07-17 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[8]	"""La lettre lancée du Titanic est-elle authentique ? Ou s'agit-il d'un vaste canular ?"" . actu.fr (in French). 15 June 2021 . Retrieved 2022-07-17 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[9]	"Cole, Brendan (13 May 2021). ""Truth Of Mysterious Titanic Letter May Never Be Known, Researchers Say"" . Newsweek . Retrieved 11 November 2022 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[11]	"Sidhartha Banerjee (May 15, 2021). ""REAL OR HOAX?: Quebec scholars probe mystery letter allegedly from Titanic passenger"" . Toronto Sun . The Canadian Press."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[19]	"Pilon, Françis. ""La mystérieuse lettre d'une ado à bord du Titanic examinée au Québec"" . Le Journal de Montréal . Retrieved 10 November 2022 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[20]	"Nabili, Idèr (2 May 2022). ""Une lettre prétendument jetée à la mer par une passagère du Titanic, canular ou trésor historique ?"" . TF1INFO . Retrieved 10 November 2022 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[21]	"Hausenblas, Coraline. ""Lettre attribuée à Mathilde Lefebvre, passagère du Titanic. Analyse d'un canular"" (PDF) . coralinehausenblas.com (in French) . Retrieved 2022-07-17 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[22]	"Bascou, Stéphanie. ""La lettre de l'adolescente du Titanic, retrouvée en 2017, serait un faux"" . MSN . Retrieved 10 November 2022 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[23]	"Delattre, Simon (29 April 2022). ""La lettre de Mathilde, vestige du Titanic ou canular?"" . Retrieved 10 November 2022 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[24]	"Barabinot, Jenna (22 April 2021). ""Titanic : la lettre d'une d'adolescente nordiste, rédigée la veille du naufrage, refait surface 109 ans après"" . Demotivateur . Retrieved 10 November 2022 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[25]	"""Documents d'archives Inédits..."" Histoire de Marie Daumont et ses enfants . May 2021 . Retrieved 10 November 2022 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[26]	"Guilain, Anne-Claire (2021-05-13). ""Bouteille à la mer du Titanic: qui peut aider les chercheurs à trouver des écrits de la Liévinoise Mathilde?"" . La Voix du Nord . Retrieved 2022-11-07 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[27]	"Fourny, Marc (2022-05-03). ""La bouteille à la mer du "" Titanic "" était un canular"" . Le Point . Retrieved 2022-07-17 ."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[28]	"Lotterie, Manon; Resche, Antoine (2021). ""Nouvelles découvertes sur la famille Lefebvre par Manon LOTTERIE et Antoine RESCHE"". Association Française du Titanic."
doc30	https://en.wikipedia.org/wiki/Mathilde_Lefebvre_letter	[29]	"B, Luc (2021-05-02). ""Documents d'archives Inédits..."" Histoire de Marie Daumont et ses enfants (in French) . Retrieved 2022-07-17 ."
doc31	https://en.wikipedia.org/wiki/Mussolini_diaries	[1]	Forgery and Fraud: Literary Archived 2007-06-30 at the Wayback Machine
doc31	https://en.wikipedia.org/wiki/Mussolini_diaries	[2]	"""Mussolini 'diaries' may solve war riddle"" in The Guardian , 12 February 2007, [1]"
doc31	https://en.wikipedia.org/wiki/Mussolini_diaries	[3]	"""The true story of Mussolini's fake diaries"" in L'Espresso , 16 February 2007, [2]"
doc31	https://en.wikipedia.org/wiki/Mussolini_diaries	[4]	"""Berlusconi cita i diari di Mussolini «Io non ho potere, i gerarchi sì» - Corriere della Sera"" . Corriere della Sera . 27 May 2010."
doc31	https://en.wikipedia.org/wiki/Mussolini_diaries	[5]	Franzinelli, Mimmo (2011-04-07). Autopsia di un falso (in Italian). Bollati Boringhieri. ISBN 978-88-339-8070-6 .
doc32	https://en.wikipedia.org/wiki/My_Sister_and_I_(Nietzsche)	[1]	"""Denis Dutton on the fake Nietzsche autobiography, My Sister and I "" . Philosophy and Literature. 1992 . Retrieved 12 March 2012 ."
doc32	https://en.wikipedia.org/wiki/My_Sister_and_I_(Nietzsche)	[3]	"""Jenny Diski reviews Nietzsche's Sister's Will to Power by Carol Diethe"" . London Review of Books . 25 September 2003 . Retrieved 12 March 2012 ."
doc32	https://en.wikipedia.org/wiki/My_Sister_and_I_(Nietzsche)	[4]	""" Nietzsche – My Sister and I: A Critical Study (book) by Walter K. Stewart on AuthorsDen"" . AuthorsDen . Retrieved 12 March 2012 ."
doc34	https://en.wikipedia.org/wiki/A_Protocol_of_1919	[2]	"""Vene enamlust juhib juutide üleilmne salaliit"". Postimees . 31 December 1919. Issue 290. p.1 - Digitized Estonian Newspapers"
doc34	https://en.wikipedia.org/wiki/A_Protocol_of_1919	[3]	The Protocols of the Meetings of the Learned Elders of Zion – with Preface and Explanatory Notes (trans. Victor E. Marsden ). Chicago: The Patriotic Publishing Co. 1934. Hosted online Archived 29 July 2014 at the Wayback Machine by David Dickerson, Institute for Global Communications.
doc34	https://en.wikipedia.org/wiki/A_Protocol_of_1919	[4]	Laqueur, Walter (1965). Russia and Germany: A Century of Conflict . Transaction Publishers. p. 131. ISBN 0887383491 .
doc35	https://en.wikipedia.org/wiki/The_Report_from_Iron_Mountain	[2]	"Kifner, John (January 30, 1999). ""L. C. Lewin, Writer of Satire Of Government Plot, Dies at 82"" . The New York Times . p. A.11. Archived from the original on January 28, 2017 . Retrieved February 13, 2017 ."
doc35	https://en.wikipedia.org/wiki/The_Report_from_Iron_Mountain	[5]	"Leonard Lewin, ""Report From Iron Mountain, 'The Guest Word'"" Archived 2008-11-22 at the Wayback Machine , The New York Times Book Review , March 19, 1972"
doc35	https://en.wikipedia.org/wiki/The_Report_from_Iron_Mountain	[6]	"Navasky, Victor (2015). ""E.L. Doctorow, 1931-2015"" . The Nation . 301 (7&8): 4. Archived from the original on August 12, 2015 . Retrieved August 11, 2015 ."
doc35	https://en.wikipedia.org/wiki/The_Report_from_Iron_Mountain	[7]	"""News of War and Peace You're Not Ready For"", by Herschel McLandress . Book World, in The Washington Post , November 26, 1967, p. 5."
doc35	https://en.wikipedia.org/wiki/The_Report_from_Iron_Mountain	[8]	"""The Times Diary"", The Times , February 5, 1968, p. 8."
doc35	https://en.wikipedia.org/wiki/The_Report_from_Iron_Mountain	[9]	"""Gailbraith Says He Was Misquoted"", The Times , February 6, 1968, p. 3."
doc35	https://en.wikipedia.org/wiki/The_Report_from_Iron_Mountain	[10]	"""Touche, Professor"", The Times , February 12, 1968, p. 8."
doc35	https://en.wikipedia.org/wiki/The_Report_from_Iron_Mountain	[11]	"Navasky, Victor (November 15, 2013). ""Conspiracy Theory Is a Hoax Gone Wrong"" . New York Magazine . Retrieved June 26, 2021 ."
doc36	https://en.wikipedia.org/wiki/Chronicle_of_Rivius	[1]	"Dubonis, Artūras (2000). ""The Case of the chronicle of Rivius"" . Lithuanian Historical Studies . 5 : 7–18. doi : 10.30965/25386565-00501001 . ISSN 1392-2343 . S2CID 224054852 ."
doc36	https://en.wikipedia.org/wiki/Chronicle_of_Rivius	[2]	"Dubonis, Artūras (1–6 June 1997). ""Dėl Rivijaus kronikos autentiškumo"" . Voruta (in Lithuanian). 21 (303): 12–13. ISSN 1392-0677 ."
doc37	"https://en.wikipedia.org/wiki/Chronicles_of_Eri
"	[1]	Webb, Alfred John (1878). A Compendium of Irish Biography: Comprising Sketches of Distinguished Irishmen, and of Eminent Persons Connected with Ireland by Office Or by Their Writings . Dublin: M.H. Gill & son. p. 383 . OCLC 122693688 .
doc37	"https://en.wikipedia.org/wiki/Chronicles_of_Eri
"	[3]	"Prendergast, John P. (January 1884). ""Dangan and Roger O'Connor"". The Irish Monthly . 12 (127): 35–47. JSTOR 20497088 ."
doc37	"https://en.wikipedia.org/wiki/Chronicles_of_Eri
"	[4]	Holdings: A roll bearing lettering stated by Roger O'Connor in his Chronicles of Eri to be the laws of Eri in the Phoenician dialect of the Scythian language. , National Library of Ireland
doc37	"https://en.wikipedia.org/wiki/Chronicles_of_Eri
"	[5]	R. A. Stewart Macalister , Review: The Chronicles of Eri (The Ancient Irish: Who They Were, and Their Connections with the Coronation Stone) by F. T. Perry , Irish Historical Studies Vol 2, No 7, March 1941 OCLC 5557120402
doc38	https://en.wikipedia.org/wiki/Clotilde_de_Surville	[5]	"Chisholm, Hugh , ed. (1911). "" Surville, Clotilde de "". Encyclopædia Britannica . Vol. 26 (11th ed.). Cambridge University Press. p. 161."
doc39	https://en.wikipedia.org/wiki/Marquise_de_Cr%C3%A9quy	[2]	"Chisholm, Hugh , ed. (1911). "" Créquy, Renée Caroline de Froullay, Marquise de "". Encyclopædia Britannica . Vol. 7 (11th ed.). Cambridge University Press. pp. 410–411."
doc39	https://en.wikipedia.org/wiki/Marquise_de_Cr%C3%A9quy	[3]	"""Chap. IV: Souvenirs de mme de Créquy"" . penelope.uchicago.edu ."
doc40	https://en.wikipedia.org/wiki/Amado_Crowley	[1]	Evans (2007), pp. 230-231
doc40	https://en.wikipedia.org/wiki/Amado_Crowley	[2]	Evans (2007), p. 240
doc40	https://en.wikipedia.org/wiki/Amado_Crowley	[3]	Crowley, Amado (1991). The Secrets of Aleister Crowley . Diamond Books. ISBN 0-9517528-0-4 .
doc40	https://en.wikipedia.org/wiki/Amado_Crowley	[4]	"Howard, Mike. ""Gerald Gardner: The Man, the Myth & the Magick"" . The Wica . Archived from the original on 18 June 2010 . Retrieved 2010-06-04 ."
doc40	https://en.wikipedia.org/wiki/Amado_Crowley	[5]	Evans (2007), p. 232
doc40	https://en.wikipedia.org/wiki/Amado_Crowley	[6]	Crowley, Amado (2002). Liber Alba: The Questions Most Often Asked of an Occult Master . Twicen Books. p. 160. ISBN 978-0954313906 .
doc40	https://en.wikipedia.org/wiki/Amado_Crowley	[7]	Gerald Suster, book review. Online version Archived 2008-10-19 at the Wayback Machine retrieved 26 January 2008.
doc41	https://en.wikipedia.org/wiki/Crying_Wind	[1]	"Kievit, Joyce Ann.  ""Crying Wind"" in Native American Women: A Biographical Dictionary , p. 79 (Bataille and Lisa, eds., Routledge , 2001)."
doc41	https://en.wikipedia.org/wiki/Crying_Wind	[2]	"""'Crying Wind' is Back, but Not as a Biography This Time"". Christianity Today , v. 25, p. 44 (January 23, 1981)."
doc41	https://en.wikipedia.org/wiki/Crying_Wind	[3]	"Veach, Tucker. ""A Remarkable Life"" The Times-News , p. 1 (April 20, 1978)."
doc41	https://en.wikipedia.org/wiki/Crying_Wind	[4]	"Uttley, Jim. ""Native American World Indian Life Books Publishes Three New Titles"" Archived 2011-09-29 at the Wayback Machine , ASSIST News Service (November 23, 2010)."
doc41	https://en.wikipedia.org/wiki/Crying_Wind	[5]	"Uttley, Jim. ""NATIVE AMERICAN WORLD: Intertribal Christian Communications celebrates 30th anniversary"" Archived 2014-04-16 at the Wayback Machine , ASSIST News Service (October 26, 2009)."
doc42	https://en.wikipedia.org/wiki/The_Dark_Tower_(Lewis_novel)	[7]	Lindskoog, Kathryn. Light in the Shadowlands: Protecting the Real C. S. Lewis . Multnomah Publishers, 1994. ISBN 0-88070-695-3 [ page needed ]
doc42	https://en.wikipedia.org/wiki/The_Dark_Tower_(Lewis_novel)	[8]	Lindskoog, Kathryn. The C. S. Lewis Hoax . Multnomah Publishers, 1988. ISBN 0-88070-258-3 [ page needed ]
doc42	https://en.wikipedia.org/wiki/The_Dark_Tower_(Lewis_novel)	[9]	"Wheatfield, Margaret ""Tolkien and C.S. Lewis Revisited"" in Evangelia Kaplanova (ed.), ""A Retrospective View of Twentieth Century Science Fiction and Fantasy Writings"" (Essay collection published in Russian, Moscow 2002, Wheatfield article appearing in both English and Russian)"
doc42	https://en.wikipedia.org/wiki/The_Dark_Tower_(Lewis_novel)	[10]	"Poe, Harry Lee, ""Shedding Light on the Dark Tower"" Christianity Today , 2 February 2007"
doc42	https://en.wikipedia.org/wiki/The_Dark_Tower_(Lewis_novel)	[11]	"Jones, Carla Faust (1989). ""The Literary Detective Computer Analysis of Stylistic Differences Between ""The Dark Tower"" and C.S. Lewis' Deep Space Trilogy"" . Mythlore . 15 (3): 11–15. JSTOR 26812321 ."
doc42	https://en.wikipedia.org/wiki/The_Dark_Tower_(Lewis_novel)	[12]	"Thompson, Jeffrey R.; Rasp, John (2009). ""Did C. S. Lewis write The Dark Tower?: An Examination of the Small-Sample Properties of the Thisted-Efron Tests of Authorship"" (PDF) . Austrian Journal of Statistics . 38 (2): 71-82. doi : 10.17713/ajs.v38i2.262 ."
doc43	https://en.wikipedia.org/wiki/The_Description_of_Britain	[1]	Bertram's 1757 Three Authors comprised 144 pages of text, along with 99 pages of preface, notes, indices, etc. Pseudo-Richard's text ran for 60 pages and was accompanied by 21 pages of notes in Latin. [1]
doc45	https://en.wikipedia.org/wiki/The_English_Mercurie	[2]	"Raymond, Joad (1998) ""Introduction: Newspapers, forgeries, and histories"", Prose Studies , 21: 2, 1–11"
doc45	https://en.wikipedia.org/wiki/The_English_Mercurie	[3]	Chalmers, George (1794) The Life of Thomas Ruddiman (available at Google Books )
doc45	https://en.wikipedia.org/wiki/The_English_Mercurie	[4]	"Chisholm, Hugh , ed. (1911). ""Newspapers"" . Encyclopædia Britannica . Vol. 19 (11th ed.). Cambridge University Press. pp. 544–581 [552]. Early newspapers...& ...It was at one time believed that the earliest regular English newspaper was an English Mercurie of 1588..."
doc45	https://en.wikipedia.org/wiki/The_English_Mercurie	[5]	"""Elizabeth's Pirates"" . 6 October 2011. Archived from the original on 6 October 2011. {{ cite web }} :  CS1 maint: bot: original URL status unknown ( link )"
doc45	https://en.wikipedia.org/wiki/The_English_Mercurie	[6]	Drake, Francis (31 March 1588). The English mercurie . C. Barker – via National Library of Australia (new catalog).
doc46	https://en.wikipedia.org/wiki/Fei_hua_qing_han	[3]	《反日一族擺李白上枱》 Apple Daily , 5 October 2006
doc48	https://en.wikipedia.org/wiki/Franklin_Prophecy	[1]	"Afsai, Shai (March 8, 2021). "" How Ben Franklin Was Turned Into an Antisemite ."" JewThink ."
doc48	https://en.wikipedia.org/wiki/Franklin_Prophecy	[2]	"""The Franklin ""Prophecy"": Modern Anti-Semitic Myth Making"" , Facts . Anti-Defamation League. April–May 1954. Retrieved January 20, 2008. Archived June 7, 2007, at the Wayback Machine"
doc48	https://en.wikipedia.org/wiki/Franklin_Prophecy	[3]	"Benjamin Franklin vindicated: an exposure of the Franklin ""prophecy"" by American Jewish Congress , 1938, p. 9-10 via Archive.org"
doc48	https://en.wikipedia.org/wiki/Franklin_Prophecy	[4]	Anti-Semitism in Europe: Hearing Before the Subcommittee on European Affairs of the Committee on Foreign Relations . United States Congress. Senate. Committee on Foreign Relations. Subcommittee on European Affairs. 2004. p. 69.
doc48	https://en.wikipedia.org/wiki/Franklin_Prophecy	[5]	"""Our History"" Archived June 15, 2018, at the Wayback Machine . Mikveh Israel. Retrieved January 20, 2008."
doc48	https://en.wikipedia.org/wiki/Franklin_Prophecy	[6]	"""To Bigotry, No Sanction"" . Snopes. March 19, 2011."
doc48	https://en.wikipedia.org/wiki/Franklin_Prophecy	[7]	Hirschfeld, Fritz (2005). George Washington and the Jews . University of Delaware Press. p. 15. ISBN 978-0-87413-927-3 . Retrieved January 31, 2006 .
doc48	https://en.wikipedia.org/wiki/Franklin_Prophecy	[8]	"""The Franklin 'Prophecy': American Anti-Semitic Myth Finds Acceptance in Arab World"" Archived 2013-01-16 at the Wayback Machine , Anti-Defamation League. March 20, 2002."
doc48	https://en.wikipedia.org/wiki/Franklin_Prophecy	[9]	"bin Laden, Osama (November 24, 2002). ""Full text: bin Laden's 'letter to America' "" . The Guardian . Archived from the original on October 8, 2014 . Retrieved September 3, 2011 ."
doc52	https://en.wikipedia.org/wiki/Hotsuma_Tsutae	[1]	Yoshinosuke Matsumoto hotsuma tutahe - himerareta nihon kodaisi ( ホツマツタヘ―秘められた日本古代史 ) The Mainichi Newspapers Co., Ltd (1980/07) ISBN 4-620-30724-6 ISBN 978-4620307244 - Public appars.
doc52	https://en.wikipedia.org/wiki/Hotsuma_Tsutae	[2]	Yoshinosuke Matsumoto (Author), Andrew Driver (Translator) The Hotsuma Legends: Paths of the Ancestors. Japan Translation Center, LTD. (1999) ISBN 4931326013 ISBN 978-4-931326-01-9 - Translated.
doc55	https://en.wikipedia.org/wiki/Correspondence_of_Paul_and_Seneca	[1]	A tiny minority of 20th and 21st century works do support at least partial authenticity of the correspondence. Ilaria Ramelli is a rare example of an academic who cautiously supports partial authenticity, arguing that Paul's side of the correspondence might possibly be legitimate. [19]
doc56	https://en.wikipedia.org/wiki/Kujiki	[3]	Mark Teeuwen, “Sendai Kuji Hongi: Authentic Myths or Forged History?”, Monumenta Nipponica 62.1 (2007), 87-96
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[5],[27],[41]	Curtis, Edmund (2002). A History of Ireland from Earliest Times to 1922 . New York: Routledge. p. 49 . ISBN 0-415-27949-6 .
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[7]	"Martin, Francis Xavier. ""Dairmait Mac Murchada and the coming of the Anglo-Normans"", A New History of Ireland , Volume II, (Art Cosgrove, ed.) Oxford University Press, 2008 ISBN 9780199539703"
doc57	https://en.wikipedia.org/wiki/Laudabiliter	[10]	"Ua Clerigh, Arthur. ""Pope Adrian IV."" The Catholic Encyclopedia Vol. 1. New York: Robert Appleton Company, 1907. 21 Jul. 2015"
